Mercado,Fecha,NC Long,NC Short,NC Spread,NC Change,Com Long,Com Short,Retail Long,Retail Short,OI,Cierre
EURUSD,2008-04-15,77532,57439,2653,   -9294,47123,70124,47940,45032,175248,1.578607
EURUSD,2008-04-22,81612,62705,3100,    4080,41337,63449,52003,48798,178052,1.598798
EURUSD,2008-04-29,48319,69634,2219,  -33293,95786,71281,44984,48174,191308,1.556711
EURUSD,2008-05-06,54383,66895,3628,    6064,100580,91173,45475,42370,204066,1.553591
EURUSD,2008-05-13,55409,64908,3069,    1026,106832,98679,42036,40690,207346,1.5477
EURUSD,2008-05-20,70240,63399,3481,   14831,94653,104525,44508,41477,212882,1.565411
EURUSD,2008-05-27,64503,67893,3506,   -5737,108565,110485,45667,40357,222241,1.569095
EURUSD,2008-06-03,55845,70299,3469,   -8658,128849,105376,42470,51489,230633,1.545022
EURUSD,2008-06-10,57544,65084,11537,    1699,148879,135196,36852,42995,254812,1.546408
EURUSD,2008-06-17,49514,58804,2623,   -8030,32128,27941,47791,42688,132056,1.552193
EURUSD,2008-06-24,57904,56472,2363,    8390,38893,49378,48115,39062,147275,1.557002
EURUSD,2008-07-01,88162,60479,2257,   30258,40013,73450,49453,43699,179885,
EURUSD,2008-07-08,81210,57203,2883,   -6952,44165,69916,47953,46209,176211,1.53339
EURUSD,2008-07-15,85052,62003,3365,    3842,45934,78687,49185,39481,183536,1.589901
EURUSD,2008-07-22,70588,66517,3238,  -14464,52550,58424,45129,43326,171505,1.579205
EURUSD,2008-07-29,51585,67803,2528,  -19003,54512,35374,41308,44228,149933,1.55909
EURUSD,2008-08-05,55538,64985,2778,    3953,59169,45026,42826,47522,160311,
EURUSD,2008-08-12,39822,59249,4152,  -15716,54139,35030,48122,47804,146235,
EURUSD,2008-08-19,39958,60322,3660,     136,55286,33789,54564,55697,153468,
EURUSD,2008-08-26,36026,69804,3328,   -3932,72360,34980,42730,46332,154444,1.464794
EURUSD,2008-09-02,37997,76620,3701,    1971,81688,38194,40072,44943,163458,1.451589
EURUSD,2008-09-09,35890,72322,4300,   -2107,98579,62462,44059,43744,182828,1.414847
EURUSD,2008-09-16,35314,75968,4720,    -576,68208,23682,33906,37778,142148,1.413507
EURUSD,2008-09-23,33266,64323,2058,   -2048,79367,48721,37331,36920,152022,1.469292
EURUSD,2008-09-30,27472,56404,5683,   -5794,91067,58098,49016,53053,173238,1.409642
EURUSD,2008-10-07,32058,50720,2994,    4586,92353,70752,52490,55429,179895,1.358806
EURUSD,2008-10-14,24274,54374,2574,   -7784,102280,65951,46682,52911,175810,1.361804
EURUSD,2008-10-21,23536,54156,2736,    -738,94815,61489,62975,65681,184062,1.306114
EURUSD,2008-10-28,25409,54461,3207,    1873,99852,67164,65292,68928,193760,1.280902
EURUSD,2008-11-04,27825,49258,2913,    2416,87091,60936,51779,56501,169608,1.298398
EURUSD,2008-11-11,25967,46588,2821,   -1858,92836,63077,48602,57740,170226,1.251596
EURUSD,2008-11-18,29073,46431,2553,    3106,86779,63127,46716,53010,165121,1.263695
EURUSD,2008-11-25,27389,48867,2687,   -1684,89976,70266,52314,50546,172366,1.303407
EURUSD,2008-12-02,29631,49828,2383,    2242,93058,73945,47946,46862,173018,1.271326
EURUSD,2008-12-09,29347,46015,4056,    -284,90454,82700,55461,46547,179318,1.292608
EURUSD,2008-12-16,30798,37424,994,    1451,47746,50434,39851,30537,119389,1.406193
EURUSD,2008-12-22,30977,34622,1399,     179,49358,56185,36812,26340,118546,1.395907
EURUSD,2008-12-30,32529,35733,1080,    1552,49384,56465,37506,27221,120499,1.414007
EURUSD,2009-01-06,33733,36108,1107,    1204,47299,58793,41739,27870,123878,1.351004
EURUSD,2009-01-13,26970,36318,1349,   -6763,51117,51090,38066,28745,117502,1.320202
EURUSD,2009-01-20,27780,35360,1140,     810,61010,55952,41784,39262,131714,1.288494
EURUSD,2009-01-27,32077,39566,1296,    4297,65248,61249,35933,32443,134554,1.321598
EURUSD,2009-02-03,35350,44402,1073,    3273,70629,67183,38404,32798,145456,1.301287
EURUSD,2009-02-10,33943,43937,1155,   -1407,76264,69706,41057,37621,152419,1.291406
EURUSD,2009-02-17,32809,48246,625,   -1134,85908,70830,38610,38251,157952,1.258194
EURUSD,2009-02-24,33201,43282,867,     392,94813,87296,38022,35458,166903,1.287399
EURUSD,2009-03-03,34175,53606,954,     974,110616,91184,38113,38114,183858,1.25318
EURUSD,2009-03-10,33930,44162,1919,    -245,104740,99415,39689,34782,180278,1.271666
EURUSD,2009-03-17,33657,42696,548,    -273,37055,34864,39817,32969,111077,1.303322
EURUSD,2009-03-24,32680,38138,592,    -977,37912,44237,41703,29920,112887,1.348127
EURUSD,2009-03-31,31906,29641,674,    -774,31025,44789,40799,29300,104404,1.324696
EURUSD,2009-04-07,31596,27724,444,    -310,40545,58703,40923,26637,113508,1.327739
EURUSD,2009-04-14,32836,27261,482,    1240,38217,55083,36769,25478,108304,1.327404
EURUSD,2009-04-21,29708,28111,634,   -3128,41574,46109,34763,31825,106679,1.293494
EURUSD,2009-04-28,30292,32365,256,     584,43424,41730,34620,34241,108592,1.313094
EURUSD,2009-05-05,35025,31657,478,    4733,39419,47642,35846,30991,110768,1.331593
EURUSD,2009-05-12,41355,30940,888,    6330,40143,60005,42113,32666,124499,1.364498
EURUSD,2009-05-19,41754,29504,561,     399,43028,65540,40129,29867,125472,1.363234
EURUSD,2009-05-26,47203,31619,660,    5449,44732,75899,46762,31179,139357,1.399404
EURUSD,2009-06-02,48585,41792,857,    1382,55089,77093,46473,31262,151004,1.430861
EURUSD,2009-06-09,49185,34161,2143,     600,56630,89250,42725,25129,150683,1.406331
EURUSD,2009-06-16,39854,27369,330,   -9331,24479,48713,41869,30120,106532,1.382992
EURUSD,2009-06-23,48252,30829,390,    8398,26865,53808,42570,33050,118077,1.407202
EURUSD,2009-06-30,47701,30482,385,    -551,26203,51561,40632,32493,114921,1.403883
EURUSD,2009-07-07,49042,38730,403,    1341,26172,52119,48418,32783,124035,1.391595
EURUSD,2009-07-14,44406,30507,433,   -4636,24948,54646,46899,31100,116686,1.397155
EURUSD,2009-07-21,66273,31501,464,   21867,24786,79766,51891,31683,143414,1.41985
EURUSD,2009-07-28,55671,35384,500,  -10602,26861,65511,53322,34959,136354,1.414607
EURUSD,2009-08-04,61443,34337,946,    5772,22984,72454,52864,30500,138237,1.441961
EURUSD,2009-08-11,46396,29585,564,  -15047,27364,63139,55898,36934,130222,1.415008
EURUSD,2009-08-18,38823,33091,774,   -7573,36807,58205,51236,35570,127640,1.416511
EURUSD,2009-08-25,48251,30080,1118,    9428,30702,69127,48580,28326,128651,1.428408
EURUSD,2009-09-01,42624,33607,1006,   -5627,38126,63345,46291,30089,128047,1.421202
EURUSD,2009-09-08,56543,38510,2788,   13919,38907,79614,51653,28979,149891,1.45041
EURUSD,2009-09-15,74562,36790,339,   18019,22673,86212,58775,33008,156349,1.467093
EURUSD,2009-09-22,76545,38545,373,    1983,30609,91187,55024,32446,162551,1.481196
EURUSD,2009-09-29,77852,38086,430,    1307,32122,94246,54509,32151,164913,1.459172
EURUSD,2009-10-06,86229,35184,356,    8377,30059,105599,54234,29739,170878,1.472169
EURUSD,2009-10-13,79762,36395,377,   -6467,30875,96922,55312,32632,166326,1.484605
EURUSD,2009-10-20,77829,41796,452,   -1933,38176,94579,53834,33464,170291,1.493451
EURUSD,2009-10-27,67843,34974,814,   -9986,40621,97333,55520,31677,164798,1.481701
EURUSD,2009-11-03,64023,41832,874,   -3820,44743,86446,51617,32105,161257,1.473101
EURUSD,2009-11-09,67904,42731,711,    3881,43340,87461,52237,33289,164192,1.500803
EURUSD,2009-11-17,64268,52312,385,   -3636,52687,83939,54985,35689,172325,1.487697
EURUSD,2009-11-24,70841,52374,502,    6573,53323,89903,49168,31055,173834,1.49667
EURUSD,2009-12-01,71123,48972,635,     282,49443,94717,53954,30831,175155,1.509001
EURUSD,2009-12-08,52035,52546,6028,  -19088,76017,92315,45214,28405,179294,1.469702
EURUSD,2009-12-15,42987,59435,671,   -9048,39669,40728,48690,31183,132017,1.454207
EURUSD,2009-12-22,40925,55252,462,   -2062,45292,46838,47921,32048,134600,1.425436
EURUSD,2009-12-29,34132,67929,899,   -6793,66911,41361,42210,33963,144152,1.434309
EURUSD,2010-01-05,37229,73017,868,    3097,75603,46052,42455,36218,156155,1.436596
EURUSD,2010-01-12,36186,54103,1833,   -1043,77041,65306,46227,40045,161287,1.44766
EURUSD,2010-01-19,34186,59468,1772,   -2000,80493,59772,48050,43489,164501,1.428102
EURUSD,2010-01-26,33106,72645,652,   -1080,107572,66224,43648,45457,184978,1.408232
EURUSD,2010-02-02,31207,74948,680,   -1899,110320,63773,44671,47477,186878,1.397624
EURUSD,2010-02-09,34867,92019,698,    3660,120004,56636,41888,48104,197457,1.378208
EURUSD,2010-02-16,34459,93881,796,    -408,119236,55730,41551,45635,196042,1.376709
EURUSD,2010-02-23,32728,104351,1723,   -1731,135199,56953,38824,45447,208474,1.352704
EURUSD,2010-03-02,35894,102664,1725,    3166,135287,66049,45897,48365,218803,1.362064
EURUSD,2010-03-09,32589,107140,2236,   -3305,169613,88988,39086,45160,243524,1.360692
EURUSD,2010-03-16,41800,88141,1431,    9211,82124,32720,38467,41530,163822,1.376879
EURUSD,2010-03-23,39953,114870,1314,   -1847,113860,31884,40160,47219,195287,1.346801
EURUSD,2010-03-30,35205,120531,1736,   -4748,147689,49896,38924,51391,223554,1.342408
EURUSD,2010-04-06,39036,106259,1087,    3831,129186,52156,39574,49381,208883,1.340195
EURUSD,2010-04-13,37157,92621,1284,   -1879,124881,58998,39877,50296,203199,1.360859
EURUSD,2010-04-20,33614,105038,2335,   -3543,130859,54711,41483,46207,208291,1.343508
EURUSD,2010-04-27,34462,123475,4296,     848,155391,58045,44149,52482,238298,1.317072
EURUSD,2010-05-04,36675,140077,2898,    2213,175841,62928,45662,55173,261076,1.296395
EURUSD,2010-05-11,39584,153474,2753,    2909,197808,73314,47444,58048,287589,1.262993
EURUSD,2010-05-18,54411,161554,2724,   14827,195262,76108,48129,60140,300526,1.217893
EURUSD,2010-05-25,45630,152366,2113,   -8781,190207,72954,44016,54533,281966,1.234598
EURUSD,2010-06-01,45006,138331,3249,    -624,176197,79109,50814,54577,275266,1.223301
EURUSD,2010-06-08,45938,157883,9895,     932,198558,87172,50669,50110,305060,1.197203
EURUSD,2010-06-15,49526,111886,1855,    3588,133605,58614,42646,55277,227632,1.231906
EURUSD,2010-06-22,41013,111987,764,   -8513,139417,58197,42856,53102,224050,1.227506
EURUSD,2010-06-29,43357,117027,961,    2344,140113,56627,41321,51137,225752,1.218635
EURUSD,2010-07-06,56316,95225,1612,   12959,122675,80214,47730,51282,228333,1.262403
EURUSD,2010-07-13,56187,83237,963,    -129,123535,88641,45018,52862,225703,1.272087
EURUSD,2010-07-20,55008,79259,1990,   -1179,130879,97825,42241,51044,230118,1.289308
EURUSD,2010-07-27,56622,77961,1791,    1614,130508,101249,43272,51192,232193,1.299089
EURUSD,2010-08-03,60410,67707,2116,    3788,127496,116469,46079,49809,236101,1.322506
EURUSD,2010-08-10,55797,59528,1314,   -4613,132681,127762,44484,45672,234276,1.322996
EURUSD,2010-08-17,61324,75951,1251,    5527,137257,124115,50258,48773,250090,1.281197
EURUSD,2010-08-24,54591,76194,1198,   -6733,142830,118301,46829,49755,245448,1.263504
EURUSD,2010-08-31,51099,76668,2181,   -3492,143877,112447,43976,49837,241133,1.266592
EURUSD,2010-09-07,53156,76855,2553,    2057,148315,118728,53764,59652,257788,1.286836
EURUSD,2010-09-14,54543,64187,1022,    1387,67986,58316,47100,47126,170651,1.2872
EURUSD,2010-09-21,52300,47203,2605,   -2243,63931,70956,48627,46699,167463,1.306694
EURUSD,2010-09-28,70638,35308,925,   18338,64109,106549,54367,47257,190039,1.343905
EURUSD,2010-10-05,72979,24736,2085,    2341,66364,122353,55978,48232,197406,1.367409
EURUSD,2010-10-12,68718,27207,2883,   -4261,73180,122239,53055,45507,197836,1.388021
EURUSD,2010-10-19,74855,28107,2304,    6137,80283,143118,62319,46232,219761,1.393592
EURUSD,2010-10-26,70109,29604,2855,   -4746,79733,130949,56406,45695,209103,1.394895
EURUSD,2010-11-02,70185,31575,3179,      76,74771,125394,58837,46824,206972,1.391091
EURUSD,2010-11-09,61477,38194,5508,   -8708,80065,117860,57478,42966,204528,1.386963
EURUSD,2010-11-16,54708,46102,4768,   -6769,82056,99611,54066,45117,195598,1.357478
EURUSD,2010-11-23,43670,51963,5108,  -11038,90172,91128,48239,38990,187189,1.360193
EURUSD,2010-11-30,47264,54512,3853,    3594,96865,94867,55948,50698,203930,1.310393
EURUSD,2010-12-07,32322,47612,3554,  -14942,115122,92641,47101,54292,198099,1.328692
EURUSD,2010-12-14,35689,45993,246,    3367,63095,50387,47751,50155,146781,1.339549
EURUSD,2010-12-21,38604,52697,671,    2915,68741,54908,48120,47860,156136,1.311802
EURUSD,2010-12-28,33833,60312,852,   -4771,80025,52498,47602,48650,162312,1.318965
EURUSD,2011-01-04,37102,61303,1185,    3269,77703,52848,47249,47903,163239,1.335684
EURUSD,2011-01-11,42359,87541,1317,    5257,108835,58443,49493,54703,202004,1.296496
EURUSD,2011-01-18,67309,63200,1634,   24950,65807,71021,54183,53078,188933,1.328392
EURUSD,2011-01-25,73488,50587,1097,    6179,62983,91071,62138,56951,199706,1.364405
EURUSD,2011-02-01,80381,40447,2464,    6893,65404,111805,63481,57014,211730,1.371385
EURUSD,2011-02-08,73502,38768,3521,   -6879,65994,113877,60524,47375,203541,1.359194
EURUSD,2011-02-15,63395,30931,3356,  -10107,69268,111581,57285,47436,193304,1.348109
EURUSD,2011-02-22,77454,31856,3730,   14059,68789,122623,57896,49660,207869,1.368232
EURUSD,2011-03-01,83104,31796,4271,    5650,66564,129694,63127,51305,217066,1.382151
EURUSD,2011-03-08,98171,35877,10602,   15067,93190,167583,61739,49640,263702,1.396394
EURUSD,2011-03-15,86506,40190,1945,  -11665,44477,108111,57920,40602,190848,1.399208
EURUSD,2011-03-22,81574,33221,2035,   -4932,53020,113015,58080,46438,194709,1.421707
EURUSD,2011-03-29,93031,36401,2150,   11457,62196,134511,60800,45115,218177,1.407975
EURUSD,2011-04-05,99405,39548,1499,    6374,70097,146642,65269,48581,236270,1.42201
EURUSD,2011-04-12,105425,40440,1700,    6020,69054,151768,67024,49295,243203,1.443793
EURUSD,2011-04-19,102686,40491,1889,   -2739,74976,155704,64455,45922,244006,1.422394
EURUSD,2011-04-26,105683,37404,2237,    2997,72619,161952,68461,47407,249000,1.457896
EURUSD,2011-05-03,128460,28944,2867,   22777,62075,186930,70935,45596,264337,1.482382
EURUSD,2011-05-10,98054,36607,1214,  -30406,83295,163027,60364,42079,242927,1.437608
EURUSD,2011-05-17,89941,48296,1133,   -8113,105953,157756,53506,43348,250533,1.415809
EURUSD,2011-05-24,75182,56053,896,  -14759,134068,156886,48517,44828,258663,1.403666
EURUSD,2011-05-31,80494,58524,1719,    5312,136097,164386,51791,45472,270101,1.432234
EURUSD,2011-06-07,96555,44719,1155,   16061,133843,193019,64573,57233,296126,1.4583
EURUSD,2011-06-14,84580,34686,522,  -11975,48746,113295,56525,41870,190373,1.441691
EURUSD,2011-06-21,72153,42382,592,  -12427,62478,103169,53967,43047,189190,1.432542
EURUSD,2011-06-28,68800,35813,753,   -3353,57791,101137,55862,45503,183206,1.43168
EURUSD,2011-07-05,81860,38666,953,   13060,54485,111116,57031,43594,194329,1.455307
EURUSD,2011-07-12,61392,48976,657,  -20468,70726,86428,52766,49480,185541,1.40406
EURUSD,2011-07-19,58580,49334,1022,   -2812,77199,83685,43513,46273,180314,1.411194
EURUSD,2011-07-26,60177,43139,1077,    1597,71503,97247,50933,42227,183690,1.437153
EURUSD,2011-08-02,58313,56550,1066,   -1864,85149,91248,46194,41858,190722,1.426208
EURUSD,2011-08-09,49029,57302,2107,   -9284,86027,81060,46408,43102,183571,1.417073
EURUSD,2011-08-16,47094,40368,1643,   -1935,75036,82944,45158,43976,168931,1.443835
EURUSD,2011-08-23,47711,45172,882,     617,78732,84822,47389,43838,174714,1.436101
EURUSD,2011-08-30,43894,44278,2180,   -3817,81983,85137,51105,47567,179162,1.452433
EURUSD,2011-09-06,33167,69610,2421,  -10727,128794,83050,45133,54434,209515,1.406312
EURUSD,2011-09-13,25704,80163,1828,   -7463,194836,115819,42132,66690,264500,1.366027
EURUSD,2011-09-20,19920,99380,1282,   -5784,147760,44819,32594,56075,201556,1.360563
EURUSD,2011-09-27,19705,102178,1040,    -215,159618,51938,34809,60016,215172,1.351808
EURUSD,2011-10-04,18104,100801,794,   -1601,169387,60185,32554,59059,220839,1.319505
EURUSD,2011-10-11,17040,90835,680,   -1064,170021,69466,35426,62186,223167,1.36355
EURUSD,2011-10-18,20977,98697,821,    3937,178450,70717,30235,60248,230483,1.3744
EURUSD,2011-10-25,21323,97835,814,     346,181494,76852,32143,60273,235774,1.392234
EURUSD,2011-11-01,26311,86371,3586,    4988,167499,86554,33833,54718,231229,1.386001
EURUSD,2011-11-08,27943,82200,2413,    1632,168347,88975,32742,57857,231445,1.376008
EURUSD,2011-11-15,24048,100195,1545,   -3895,187608,79137,31351,63675,244552,1.362416
EURUSD,2011-11-22,25943,111011,3180,    1895,199707,81373,31234,64500,260064,1.348436
EURUSD,2011-11-29,27620,131922,2305,    1677,218546,80704,29040,62580,277511,1.3317
EURUSD,2011-12-06,34521,130335,3336,    6901,215981,92238,29471,57400,283309,1.33867
EURUSD,2011-12-13,35507,151964,15081,     986,244941,101015,32211,59680,327740,1.317107
EURUSD,2011-12-20,49557,163254,977,   14050,188839,45720,27224,56646,266597,1.300779
EURUSD,2011-12-27,45183,173062,986,   -4374,204337,47710,25516,54264,276022,1.305057
EURUSD,2012-01-03,40441,179350,932,   -4742,212985,46916,28432,55592,282790,1.294096
EURUSD,2012-01-10,29770,184965,1131,  -10671,231765,50103,31597,58064,294263,1.277596
EURUSD,2012-01-17,28396,188426,1361,   -1374,238254,51069,32951,60106,300962,1.266705
EURUSD,2012-01-24,31299,202646,1947,    2903,248435,50819,33669,59938,315350,1.302694
EURUSD,2012-01-31,31906,189452,2355,     607,239127,55202,31940,58319,305328,1.313957
EURUSD,2012-02-07,32128,172721,2198,     222,221948,56784,32383,56954,288657,1.312164
EURUSD,2012-02-14,26774,175415,3391,   -5354,228941,53808,31954,58446,291060,1.315789
EURUSD,2012-02-21,29369,171528,3231,    2595,221151,51617,33774,61149,287525,1.320481
EURUSD,2012-02-28,35728,145402,5488,    6359,194512,63056,35554,57336,271282,1.340662
EURUSD,2012-03-06,39943,156416,6110,    4215,205574,63286,33112,58927,284739,1.322576
EURUSD,2012-03-13,40325,139661,14877,     382,212175,83411,43680,73108,311057,1.316829
EURUSD,2012-03-20,50416,133370,1062,   10091,176529,63974,30528,60129,258535,1.322926
EURUSD,2012-03-27,34033,123162,1194,  -16383,168190,55639,36029,59451,239446,1.336005
EURUSD,2012-04-03,39835,119315,1258,    5802,166622,62119,33291,58314,241006,1.333333
EURUSD,2012-04-10,39253,140617,1180,    -582,204616,66567,29781,66466,274830,1.311131
EURUSD,2012-04-17,40310,158435,1609,    1057,226108,70285,27817,65515,295844,1.31268
EURUSD,2012-04-24,36289,149656,1483,   -4021,219295,70017,30148,66059,287215,1.315201
EURUSD,2012-05-01,34957,141947,2028,   -1332,211742,68746,30878,66884,279605,1.323977
EURUSD,2012-05-08,36022,180006,1448,    1065,252598,69712,30969,69871,321037,1.306165
EURUSD,2012-05-15,38475,212344,1668,    2453,286563,66730,29968,75932,356674,1.283203
EURUSD,2012-05-22,34714,230075,2598,   -3761,308311,69614,31085,74421,376708,1.281066
EURUSD,2012-05-29,40287,243702,2798,    5573,318223,71325,32852,76335,394160,1.252505
EURUSD,2012-06-05,36651,251069,5152,   -3636,328987,69903,31022,75688,401812,1.250938
EURUSD,2012-06-12,39245,234432,34202,    2594,317031,82599,31653,70898,422131,1.247816
EURUSD,2012-06-19,54449,195515,1994,   15204,224084,47855,31406,66569,311933,1.259763
EURUSD,2012-06-26,36933,196813,1956,  -17516,244942,47522,31954,69494,315785,1.250469
EURUSD,2012-07-03,32236,178413,2194,   -4697,235912,54541,31947,67141,302289,1.258178
EURUSD,2012-07-10,36409,202114,2505,    4173,251888,49424,35572,72331,326374,1.23183
EURUSD,2012-07-17,31821,199070,2384,   -4588,254350,51144,34673,70630,323228,1.226843
EURUSD,2012-07-24,39501,194567,3179,    7680,248645,56865,33118,69832,324443,1.212415
EURUSD,2012-07-31,41327,180321,3314,    1826,234082,61370,32713,66431,311436,1.225941
EURUSD,2012-08-07,46742,178453,2993,    5415,238441,74547,34067,66250,322243,1.239004
EURUSD,2012-08-14,43152,180962,3058,   -3590,241859,73974,33499,63574,321568,1.232742
EURUSD,2012-08-21,45986,169918,2913,    2834,232459,85016,39808,63319,321166,1.23533
EURUSD,2012-08-28,45927,147488,3467,     -59,224688,97055,37843,63915,311925,1.250156
EURUSD,2012-09-04,46580,148886,3578,     653,225276,100488,38929,61411,314363,1.258653
EURUSD,2012-09-11,43180,136838,16083,   -3400,230240,117157,43134,62559,332637,1.276161
EURUSD,2012-09-18,48817,122299,1411,    5637,140884,53819,43282,56865,234394,1.311011
EURUSD,2012-09-25,53345,103583,1694,    4528,119654,59930,43670,53156,218363,1.294163
EURUSD,2012-10-02,48335,98600,2395,   -5010,123654,64024,43132,52497,217516,1.288826
EURUSD,2012-10-09,39946,112516,3202,   -8389,142542,60144,41851,51679,227541,1.29769
EURUSD,2012-10-16,42041,95536,3420,    2095,131046,63590,43302,57263,219809,1.296849
EURUSD,2012-10-23,38171,93390,3069,   -3870,133705,64140,41897,56243,216842,1.307019
EURUSD,2012-10-30,38189,96393,2863,      18,139267,64121,41205,58147,221524,1.290822
EURUSD,2012-11-06,45212,112353,2672,    7023,143191,54864,36650,57836,227725,1.280246
EURUSD,2012-11-13,39863,123509,2568,   -5349,150428,48432,38801,57151,231660,1.270971
EURUSD,2012-11-20,36692,128092,2846,   -3171,155028,45063,37762,56327,232328,1.276944
EURUSD,2012-11-27,35799,102492,3742,    -893,130148,50616,40545,53384,210234,1.298701
EURUSD,2012-12-04,48300,81095,4540,   12501,117877,78193,46829,53718,217546,
EURUSD,2012-12-11,51536,83159,9628,    3236,133355,98757,47413,50388,241932,1.293828
EURUSD,2012-12-18,69460,79196,2993,   17924,71803,64052,49425,47440,193681,1.316482
EURUSD,2012-12-24,75072,77621,2851,    5612,72084,76154,52584,45965,202591,1.3182
EURUSD,2012-12-31,81932,76806,2969,    6860,71891,82481,50816,45352,207608,1.322769
EURUSD,2013-01-08,66329,74364,2725,  -15603,77301,67829,47896,49333,194251,1.312508
EURUSD,2013-01-15,80174,72859,2810,   13845,73119,88184,55270,47520,211373,1.337793
EURUSD,2013-01-22,83840,62459,3807,    3666,74708,102356,53704,47437,216059,1.33115
EURUSD,2013-01-29,93791,66319,4668,    9951,81422,116865,57975,50004,237856,1.344628
EURUSD,2013-02-05,97397,59445,5548,    3606,89236,131946,59055,54297,251236,1.351169
EURUSD,2013-02-12,87135,62954,4132,  -10262,92973,126202,55326,46278,239566,1.340357
EURUSD,2013-02-19,81014,61911,4930,   -6121,91704,118002,56391,49196,234039,1.334721
EURUSD,2013-02-26,74832,84226,5803,   -6182,101311,93280,48621,47258,230567,1.306506
EURUSD,2013-03-05,63355,89471,6755,  -11477,107811,69195,40548,53048,218469,1.303611
EURUSD,2013-03-12,57473,82260,7701,   -5882,104909,68989,43030,54163,213113,1.303271
EURUSD,2013-03-19,48958,93842,5562,   -8515,102319,44157,38234,51512,195073,1.294498
EURUSD,2013-03-26,41260,90355,6404,   -7698,117345,54862,39248,52636,204257,1.285843
EURUSD,2013-04-02,44459,110160,6015,    3199,147918,63699,37479,55997,235871,1.285017
EURUSD,2013-04-09,35343,86201,5533,   -9116,141694,72488,37783,56131,220353,1.302932
EURUSD,2013-04-16,49321,79085,5758,   13978,121372,76858,39206,53956,215657,1.305466
EURUSD,2013-04-23,47807,82082,5603,   -1514,127780,78147,38861,54219,220051,1.306165
EURUSD,2013-04-30,56771,86920,5367,    8964,113781,77610,46699,52721,222618,1.309586
EURUSD,2013-05-07,52517,86050,5894,   -4254,115146,69030,41040,53623,214597,1.307019
EURUSD,2013-05-14,52843,99764,6696,     326,132700,65854,40178,60103,232417,1.298802
EURUSD,2013-05-21,43037,123986,5979,   -9806,177851,69705,38327,65524,265194,1.289108
EURUSD,2013-05-28,36916,121560,6565,   -6121,180752,70174,39979,65913,264212,1.293393
EURUSD,2013-06-04,43804,95425,7766,    6888,148967,78413,40196,59129,240733,1.307292
